,Aggressive Advances,Cautious Advances,Distracted Advances,Learning Advances,Run,,,,,,
44,80,64,144,64,13,,,,,,
45,85,68,153,68,13,,,,,,
46,72,72,162,54,13,,,,,,
47,57,76,171,57,13,,,,,,
48,60,80,180,20,13,,,,,,
49,42,63,189,21,13,,,,,,
50,44,66,198,22,13,,,,,,
51,46,69,184,23,13,,,,,,
52,48,48,144,24,13,,,,,,
53,25,25,150,25,13,,,,,,
54,26,26,104,26,13,,,,,,
55,0,27,27,27,13,,,,,,
56,0,28,28,28,13,,,,,,
57,0,29,29,0,13,,,,,,
58,0,30,30,0,13,,,,,,
59,0,31,0,0,13,,,,,,
60,0,32,0,0,13,,,,,,
61,0,33,0,0,13,,,,,,
62,7,7,9,7,13,,,,,,
63,14,14,18,14,13,,,,,,
64,21,21,27,21,13,,,,,,
65,28,28,36,28,13,,,,,,
66,35,35,45,35,13,,,,,,
67,42,42,54,36,13,,,,,,
68,49,49,63,42,13,,,,,,
69,56,56,72,48,13,,,,,,
70,63,63,81,54,13,,,,,,
71,70,70,90,60,13,,,,,,
72,77,77,99,66,13,,,,,,
73,84,84,108,60,13,,,,,,
74,78,91,117,65,13,,,,,,
75,56,98,126,70,13,,,,,,
76,60,105,135,75,13,,,,,,
77,64,96,144,80,13,,,,,,
78,68,102,136,85,13,,,,,,
79,72,108,126,90,13,,,,,,
80,57,114,133,95,13,,,,,,
81,40,120,140,100,13,,,,,,
82,42,105,147,105,13,,,,,,
83,44,110,132,110,13,,,,,,
84,23,115,92,69,13,,,,,,
85,24,120,96,72,13,,,,,,
86,25,125,100,75,13,,,,,,
87,26,130,78,52,13,,,,,,
88,27,135,81,54,13,,,,,,
89,28,140,28,28,13,,,,,,
90,29,145,29,29,13,,,,,,
91,30,90,30,30,13,,,,,,
92,31,62,31,0,13,,,,,,
93,32,32,32,0,13,,,,,,
94,33,33,0,0,13,,,,,,
95,34,0,0,0,13,,,,,,
96,35,0,0,0,13,,,,,,
97,9,2,10,9,13,,,,,,
98,18,4,20,18,13,,,,,,
99,27,3,30,27,13,,,,,,
0,4,10,8,8,14,,,,,,
1,8,20,16,16,14,,,,,,
2,9,30,24,24,14,,,,,,
3,12,40,32,28,14,,,,,,
4,15,50,40,35,14,,,,,,
5,18,60,48,42,14,,,,,,
6,21,70,56,49,14,,,,,,
7,24,80,64,56,14,,,,,,
8,27,90,72,63,14,,,,,,
9,30,100,80,70,14,,,,,,
10,33,110,88,77,14,,,,,,
11,36,120,96,72,14,,,,,,
12,39,130,91,78,14,,,,,,
13,42,140,98,84,14,,,,,,
14,45,135,105,75,14,,,,,,
15,48,112,112,80,14,,,,,,
16,51,119,102,68,14,,,,,,
17,54,126,108,54,14,,,,,,
18,57,114,114,57,14,,,,,,
19,60,80,120,60,14,,,,,,
20,63,84,126,42,14,,,,,,
21,44,88,132,22,14,,,,,,
22,23,46,115,23,14,,,,,,
23,24,48,120,24,14,,,,,,
24,0,25,100,25,14,,,,,,
25,0,26,104,26,14,,,,,,
26,0,27,108,27,14,,,,,,
27,0,28,84,28,14,,,,,,
28,0,0,87,29,14,,,,,,
29,0,0,90,30,14,,,,,,
30,0,0,93,31,14,,,,,,
31,0,0,96,32,14,,,,,,
32,0,0,66,33,14,,,,,,
33,0,0,34,0,14,,,,,,
34,7,8,7,8,14,,,,,,
35,14,16,14,16,14,,,,,,
36,21,24,21,24,14,,,,,,
37,28,32,24,32,14,,,,,,
38,35,40,30,40,14,,,,,,
39,42,48,36,48,14,,,,,,
40,49,56,35,56,14,,,,,,
41,48,64,40,64,14,,,,,,
42,54,63,45,72,14,,,,,,
43,60,70,50,80,14,,,,,,
44,66,77,55,77,14,,,,,,
45,48,84,60,84,14,,,,,,
46,52,91,65,91,14,,,,,,
47,56,98,56,84,14,,,,,,
48,60,105,60,90,14,,,,,,
49,64,112,48,80,14,,,,,,
50,51,119,51,85,14,,,,,,
51,54,108,54,72,14,,,,,,
52,57,114,38,76,14,,,,,,
53,40,100,40,80,14,,,,,,
54,42,105,21,84,14,,,,,,
55,44,110,22,88,14,,,,,,
56,46,92,23,69,14,,,,,,
57,48,72,24,72,14,,,,,,
58,25,75,25,50,14,,,,,,
59,26,78,26,26,14,,,,,,
60,27,81,27,0,14,,,,,,
61,0,56,28,0,14,,,,,,
62,0,58,0,0,14,,,,,,
63,0,30,0,0,14,,,,,,
64,0,31,0,0,14,,,,,,
65,12,8,4,6,14,,,,,,
66,24,16,8,12,14,,,,,,
67,36,24,12,18,14,,,,,,
68,48,32,16,24,14,,,,,,
69,60,40,20,30,14,,,,,,
70,66,48,24,36,14,,,,,,
71,77,56,28,35,14,,,,,,
72,88,64,32,40,14,,,,,,
73,81,72,36,45,14,,,,,,
74,90,80,40,40,14,,,,,,
75,99,88,44,44,14,,,,,,
76,108,96,48,48,14,,,,,,
77,117,104,52,39,14,,,,,,
78,112,112,56,42,14,,,,,,
79,120,90,60,45,14,,,,,,
80,112,96,64,48,14,,,,,,
81,119,102,68,51,14,,,,,,
82,108,108,72,54,14,,,,,,
83,95,95,76,57,14,,,,,,
84,100,100,40,40,14,,,,,,
85,105,105,21,42,14,,,,,,
86,110,88,22,44,14,,,,,,
87,69,69,23,46,14,,,,,,
88,72,72,24,48,14,,,,,,
89,75,75,25,50,14,,,,,,
90,78,78,0,52,14,,,,,,
91,54,54,0,27,14,,,,,,
92,0,56,0,28,14,,,,,,
93,0,58,0,0,14,,,,,,
94,0,30,0,0,14,,,,,,
95,0,31,0,0,14,,,,,,
96,0,32,0,0,14,,,,,,
97,9,7,9,5,14,,,,,,
98,18,14,18,10,14,,,,,,
99,27,21,27,15,14,,,,,,
0,10,7,9,4,15,,,,,,
1,20,14,18,8,15,,,,,,
2,30,21,27,9,15,,,,,,
3,40,28,36,12,15,,,,,,
4,50,35,45,15,15,,,,,,
5,60,42,54,18,15,,,,,,
6,70,49,63,21,15,,,,,,
7,80,56,64,24,15,,,,,,
8,90,63,72,27,15,,,,,,
9,100,70,80,30,15,,,,,,
10,99,77,88,33,15,,,,,,
11,108,84,96,36,15,,,,,,
12,117,65,78,39,15,,,,,,
13,126,70,84,42,15,,,,,,
14,120,60,90,45,15,,,,,,
15,112,48,80,48,15,,,,,,
16,119,51,68,51,15,,,,,,
17,126,54,72,54,15,,,,,,
18,133,38,57,57,15,,,,,,
19,120,20,60,60,15,,,,,,
20,126,21,63,63,15,,,,,,
21,88,22,66,66,15,,,,,,
22,92,23,23,69,15,,,,,,
23,24,0,24,48,15,,,,,,
24,25,0,25,50,15,,,,,,
25,26,0,26,52,15,,,,,,
26,0,0,27,27,15,,,,,,
27,0,0,28,28,15,,,,,,
28,0,0,29,29,15,,,,,,
29,0,0,30,0,15,,,,,,
30,0,0,31,0,15,,,,,,
31,0,0,32,0,15,,,,,,
32,8,8,7,7,15,,,,,,
33,16,16,14,14,15,,,,,,
34,24,24,18,21,15,,,,,,
35,28,32,24,28,15,,,,,,
36,35,40,30,35,15,,,,,,
37,42,48,36,42,15,,,,,,
38,49,56,42,49,15,,,,,,
39,56,64,48,56,15,,,,,,
40,63,72,54,63,15,,,,,,
41,70,80,50,70,15,,,,,,
42,77,55,55,77,15,,,,,,
43,72,60,60,72,15,,,,,,
44,78,65,65,65,15,,,,,,
45,84,70,70,70,15,,,,,,
46,90,75,75,75,15,,,,,,
47,96,80,80,80,15,,,,,,
48,85,68,68,85,15,,,,,,
49,90,72,72,90,15,,,,,,
50,57,57,76,95,15,,,,,,
51,60,40,80,100,15,,,,,,
52,63,42,84,105,15,,,,,,
53,66,44,88,88,15,,,,,,
54,69,46,92,92,15,,,,,,
55,48,48,96,48,15,,,,,,
56,50,50,75,50,15,,,,,,
57,52,0,52,52,15,,,,,,
58,54,0,54,27,15,,,,,,
59,56,0,56,28,15,,,,,,
60,29,0,58,29,15,,,,,,
61,30,0,60,30,15,,,,,,
62,31,0,62,0,15,,,,,,
63,32,0,64,0,15,,,,,,
64,33,0,33,0,15,,,,,,
65,34,0,34,0,15,,,,,,
66,6,9,9,6,15,,,,,,
67,12,18,18,12,15,,,,,,
68,18,27,27,18,15,,,,,,
69,24,36,36,24,15,,,,,,
70,30,45,45,30,15,,,,,,
71,36,54,54,36,15,,,,,,
72,42,63,63,42,15,,,,,,
73,48,72,72,48,15,,,,,,
74,54,81,81,54,15,,,,,,
75,60,90,90,60,15,,,,,,
76,66,88,99,66,15,,,,,,
77,72,96,108,72,15,,,,,,
78,78,104,117,65,15,,,,,,
79,84,98,126,70,15,,,,,,
80,75,105,135,75,15,,,,,,
81,80,112,144,80,15,,,,,,
82,85,102,153,85,15,,,,,,
83,90,108,162,72,15,,,,,,
84,76,114,171,76,15,,,,,,
85,80,100,160,80,15,,,,,,
86,84,84,168,42,15,,,,,,
87,88,88,176,44,15,,,,,,
88,69,92,138,46,15,,,,,,
89,72,96,144,48,15,,,,,,
90,25,100,150,50,15,,,,,,
91,26,104,130,52,15,,,,,,
92,27,81,135,27,15,,,,,,
93,28,84,140,28,15,,,,,,
94,29,87,116,29,15,,,,,,
95,0,60,60,30,15,,,,,,
96,0,62,62,31,15,,,,,,
97,0,64,64,32,15,,,,,,
98,0,66,33,33,15,,,,,,
99,0,34,0,0,15,,,,,,
0,7,10,6,7,16,,,,,,
1,14,20,12,14,16,,,,,,
2,21,30,18,21,16,,,,,,
3,28,40,24,28,16,,,,,,
4,35,50,30,35,16,,,,,,
5,42,60,36,42,16,,,,,,
6,49,70,42,49,16,,,,,,
7,56,80,48,56,16,,,,,,
8,45,90,45,54,16,,,,,,
9,50,100,50,60,16,,,,,,
10,55,110,55,66,16,,,,,,
11,60,120,60,72,16,,,,,,
12,65,130,65,78,16,,,,,,
13,56,140,70,84,16,,,,,,
14,45,150,75,90,16,,,,,,
15,48,144,64,96,16,,,,,,
16,51,136,68,102,16,,,,,,
17,54,144,72,108,16,,,,,,
18,57,152,57,114,16,,,,,,
19,40,160,60,100,16,,,,,,
20,42,168,63,105,16,,,,,,
21,44,154,44,110,16,,,,,,
22,23,161,46,115,16,,,,,,
23,24,144,24,120,16,,,,,,
24,25,150,25,100,16,,,,,,
25,26,130,26,26,16,,,,,,
26,0,108,27,0,16,,,,,,
27,0,84,28,0,16,,,,,,
28,0,87,29,0,16,,,,,,
29,0,60,30,0,16,,,,,,
30,0,31,31,0,16,,,,,,
31,0,0,32,0,16,,,,,,
32,0,0,33,0,16,,,,,,
33,12,3,5,10,16,,,,,,
34,24,6,10,20,16,,,,,,
35,36,9,15,30,16,,,,,,
36,48,12,16,40,16,,,,,,
37,60,15,20,50,16,,,,,,
38,72,18,24,60,16,,,,,,
39,77,21,28,70,16,,,,,,
40,88,24,32,80,16,,,,,,
41,99,27,36,90,16,,,,,,
42,110,30,40,90,16,,,,,,
43,121,33,44,99,16,,,,,,
44,132,36,48,108,16,,,,,,
45,130,39,39,117,16,,,,,,
46,140,42,42,112,16,,,,,,
47,150,45,45,120,16,,,,,,
48,160,48,48,112,16,,,,,,
49,170,51,51,119,16,,,,,,
50,180,54,54,126,16,,,,,,
51,171,57,57,114,16,,,,,,
52,180,60,60,120,16,,,,,,
53,168,63,0,105,16,,,,,,
54,176,66,0,88,16,,,,,,
55,184,69,0,92,16,,,,,,
56,120,72,0,96,16,,,,,,
57,125,75,0,50,16,,,,,,
58,130,26,0,52,16,,,,,,
59,108,27,0,54,16,,,,,,
60,84,28,0,56,16,,,,,,
61,58,29,0,0,16,,,,,,
62,60,30,0,0,16,,,,,,
63,62,0,0,0,16,,,,,,
64,64,0,0,0,16,,,,,,
65,66,0,0,0,16,,,,,,
66,3,10,8,9,16,,,,,,
67,6,20,16,18,16,,,,,,
68,9,30,24,27,16,,,,,,
69,12,40,32,32,16,,,,,,
70,15,50,40,40,16,,,,,,
71,12,60,48,48,16,,,,,,
72,14,70,56,56,16,,,,,,
73,16,80,64,56,16,,,,,,
74,18,90,63,63,16,,,,,,
75,20,100,70,70,16,,,,,,
76,22,110,77,77,16,,,,,,
77,24,120,84,84,16,,,,,,
78,26,117,91,91,16,,,,,,
79,28,126,84,98,16,,,,,,
80,30,135,75,105,16,,,,,,
81,32,128,80,112,16,,,,,,
82,34,136,68,119,16,,,,,,
83,36,144,54,126,16,,,,,,
84,38,152,57,133,16,,,,,,
85,40,140,60,120,16,,,,,,
86,42,63,42,126,16,,,,,,
87,22,44,22,132,16,,,,,,
88,23,46,23,115,16,,,,,,
89,24,48,24,120,16,,,,,,
90,25,50,25,125,16,,,,,,
91,0,52,26,130,16,,,,,,
92,0,54,27,108,16,,,,,,
93,0,56,28,84,16,,,,,,
94,0,29,29,58,16,,,,,,
95,0,0,30,60,16,,,,,,
96,8,6,8,8,16,,,,,,
97,16,12,16,16,16,,,,,,
98,24,18,24,24,16,,,,,,
99,32,24,32,32,16,,,,,,
0,8,7,6,9,17,,,,,,
1,16,14,12,18,17,,,,,,
2,24,21,18,24,17,,,,,,
3,32,28,24,32,17,,,,,,
4,40,35,30,40,17,,,,,,
5,48,36,36,48,17,,,,,,
6,56,42,42,56,17,,,,,,
7,64,48,48,64,17,,,,,,
8,72,54,54,72,17,,,,,,
9,80,60,60,80,17,,,,,,
10,88,66,66,88,17,,,,,,
11,96,72,72,96,17,,,,,,
12,104,78,65,104,17,,,,,,
13,112,84,70,112,17,,,,,,
14,120,90,75,105,17,,,,,,
15,128,96,80,96,17,,,,,,
16,119,102,85,102,17,,,,,,
17,126,108,90,108,17,,,,,,
18,133,114,95,114,17,,,,,,
19,140,120,100,80,17,,,,,,
20,147,126,105,84,17,,,,,,
21,132,88,110,66,17,,,,,,
22,138,92,92,69,17,,,,,,
23,144,72,96,72,17,,,,,,
24,50,75,75,75,17,,,,,,
25,26,52,52,78,17,,,,,,
26,27,54,54,81,17,,,,,,
27,28,28,28,84,17,,,,,,
28,0,29,29,87,17,,,,,,
29,0,0,30,60,17,,,,,,
30,0,0,31,31,17,,,,,,
31,0,0,32,0,17,,,,,,
32,0,0,33,0,17,,,,,,
33,0,0,34,0,17,,,,,,
34,0,0,35,0,17,,,,,,
35,0,0,36,0,17,,,,,,
36,7,4,13,6,17,,,,,,
37,14,8,26,12,17,,,,,,
38,21,12,39,18,17,,,,,,
39,28,16,52,24,17,,,,,,
40,35,20,65,30,17,,,,,,
41,42,24,78,36,17,,,,,,
42,49,28,91,42,17,,,,,,
43,56,32,104,48,17,,,,,,
44,63,36,117,45,17,,,,,,
45,70,40,130,50,17,,,,,,
46,77,44,132,55,17,,,,,,
47,72,48,144,60,17,,,,,,
48,78,52,156,52,17,,,,,,
49,84,56,168,42,17,,,,,,
50,75,60,180,45,17,,,,,,
51,48,64,192,48,17,,,,,,
52,51,68,204,51,17,,,,,,
53,54,54,198,54,17,,,,,,
54,57,57,190,57,17,,,,,,
55,60,60,160,60,17,,,,,,
56,63,63,168,63,17,,,,,,
57,44,44,132,44,17,,,,,,
58,46,23,138,23,17,,,,,,
59,48,24,120,24,17,,,,,,
60,50,25,125,25,17,,,,,,
61,26,26,104,26,17,,,,,,
62,27,27,108,27,17,,,,,,
63,28,28,84,28,17,,,,,,
64,29,29,87,29,17,,,,,,
65,30,0,60,0,17,,,,,,
66,31,0,62,0,17,,,,,,
67,0,0,64,0,17,,,,,,
68,0,0,66,0,17,,,,,,
69,0,0,68,0,17,,,,,,
70,0,0,70,0,17,,,,,,
71,0,0,36,0,17,,,,,,
72,7,11,5,7,17,,,,,,
73,14,22,10,14,17,,,,,,
74,21,33,15,21,17,,,,,,
75,24,44,20,28,17,,,,,,
76,30,55,25,35,17,,,,,,
77,36,66,30,42,17,,,,,,
78,42,77,35,49,17,,,,,,
79,48,88,40,56,17,,,,,,
80,54,99,45,63,17,,,,,,
81,60,110,50,70,17,,,,,,
82,66,110,55,77,17,,,,,,
83,72,120,48,84,17,,,,,,
84,78,130,52,91,17,,,,,,
85,84,140,42,98,17,,,,,,
86,90,150,45,90,17,,,,,,
87,96,144,48,80,17,,,,,,
88,85,153,51,85,17,,,,,,
89,72,162,36,54,17,,,,,,
90,76,171,38,38,17,,,,,,
91,80,160,40,40,17,,,,,,
92,84,147,42,42,17,,,,,,
93,88,132,44,44,17,,,,,,
94,69,115,46,46,17,,,,,,
95,24,120,24,24,17,,,,,,
96,25,50,25,25,17,,,,,,
97,26,26,26,26,17,,,,,,
98,27,0,27,27,17,,,,,,
99,28,0,28,28,17,,,,,,
0,7,5,5,13,18,,,,,,
1,14,10,10,26,18,,,,,,
2,21,15,15,39,18,,,,,,
3,28,20,20,52,18,,,,,,
4,35,25,25,65,18,,,,,,
5,42,30,30,78,18,,,,,,
6,49,35,35,91,18,,,,,,
7,56,40,40,104,18,,,,,,
8,63,45,45,117,18,,,,,,
9,60,50,50,130,18,,,,,,
10,66,55,55,143,18,,,,,,
11,72,60,48,144,18,,,,,,
12,65,52,52,143,18,,,,,,
13,70,56,56,154,18,,,,,,
14,75,60,60,165,18,,,,,,
15,80,64,48,176,18,,,,,,
16,68,68,34,187,18,,,,,,
17,72,72,36,180,18,,,,,,
18,38,57,38,152,18,,,,,,
19,40,60,40,160,18,,,,,,
20,0,63,21,147,18,,,,,,
21,0,66,22,154,18,,,,,,
22,0,69,23,138,18,,,,,,
23,0,72,24,120,18,,,,,,
24,0,75,25,125,18,,,,,,
25,0,52,26,52,18,,,,,,
26,0,54,27,54,18,,,,,,
27,0,56,28,28,18,,,,,,
28,0,29,29,29,18,,,,,,
29,0,30,30,30,18,,,,,,
30,0,31,31,31,18,,,,,,
31,0,32,32,32,18,,,,,,
32,0,0,33,0,18,,,,,,
33,6,6,6,12,18,,,,,,
34,12,12,12,24,18,,,,,,
35,18,18,18,33,18,,,,,,
36,24,24,24,44,18,,,,,,
37,30,30,30,55,18,,,,,,
38,36,36,36,66,18,,,,,,
39,42,42,42,77,18,,,,,,
40,48,48,48,88,18,,,,,,
41,54,54,54,90,18,,,,,,
42,60,60,60,100,18,,,,,,
43,55,55,66,99,18,,,,,,
44,48,60,60,108,18,,,,,,
45,52,65,65,117,18,,,,,,
46,56,70,70,112,18,,,,,,
47,60,75,75,120,18,,,,,,
48,64,80,80,128,18,,,,,,
49,68,68,85,119,18,,,,,,
50,72,72,90,126,18,,,,,,
51,76,76,95,114,18,,,,,,
52,80,60,100,120,18,,,,,,
53,63,63,84,126,18,,,,,,
54,66,66,88,132,18,,,,,,
55,69,69,92,138,18,,,,,,
56,48,48,72,96,18,,,,,,
57,25,0,75,100,18,,,,,,
58,26,0,52,26,18,,,,,,
59,27,0,54,27,18,,,,,,
60,0,0,28,28,18,,,,,,
61,0,0,29,29,18,,,,,,
62,0,0,30,0,18,,,,,,
63,0,0,31,0,18,,,,,,
64,0,0,32,0,18,,,,,,
65,0,0,33,0,18,,,,,,
66,9,6,10,5,18,,,,,,
67,18,12,20,10,18,,,,,,
68,27,18,24,15,18,,,,,,
69,36,24,32,20,18,,,,,,
70,45,30,40,25,18,,,,,,
71,54,36,48,30,18,,,,,,
72,63,42,56,35,18,,,,,,
73,72,48,64,40,18,,,,,,
74,81,54,72,45,18,,,,,,
75,90,60,80,50,18,,,,,,
76,99,66,88,55,18,,,,,,
77,108,72,96,60,18,,,,,,
78,117,78,91,65,18,,,,,,
79,112,84,98,70,18,,,,,,
80,120,90,105,75,18,,,,,,
81,128,80,112,80,18,,,,,,
82,136,85,102,51,18,,,,,,
83,144,90,108,54,18,,,,,,
84,152,95,114,57,18,,,,,,
85,160,100,120,20,18,,,,,,
86,168,105,105,21,18,,,,,,
87,154,110,110,22,18,,,,,,
88,161,115,92,23,18,,,,,,
89,168,120,96,24,18,,,,,,
90,125,100,75,25,18,,,,,,
91,130,104,78,26,18,,,,,,
92,108,108,54,27,18,,,,,,
93,84,84,56,28,18,,,,,,
94,29,58,58,29,18,,,,,,
95,30,60,60,30,18,,,,,,
96,31,0,62,31,18,,,,,,
97,32,0,64,32,18,,,,,,
98,33,0,0,0,18,,,,,,
99,8,5,5,12,18,,,,,,
0,7,6,10,7,19,,,,,,
1,14,12,20,14,19,,,,,,
2,21,18,30,21,19,,,,,,
3,28,24,40,28,19,,,,,,
4,35,30,50,35,19,,,,,,
5,42,36,60,42,19,,,,,,
6,49,42,70,49,19,,,,,,
7,56,48,80,56,19,,,,,,
8,63,45,90,63,19,,,,,,
9,70,50,100,70,19,,,,,,
10,77,55,99,77,19,,,,,,
11,84,48,108,84,19,,,,,,
12,91,52,104,91,19,,,,,,
13,84,56,98,98,19,,,,,,
14,90,60,90,105,19,,,,,,
15,96,48,96,112,19,,,,,,
16,102,34,102,119,19,,,,,,
17,90,36,108,126,19,,,,,,
18,95,38,114,133,19,,,,,,
19,100,20,120,120,19,,,,,,
20,105,21,126,126,19,,,,,,
21,110,22,132,132,19,,,,,,
22,115,23,115,138,19,,,,,,
23,120,24,96,120,19,,,,,,
24,125,25,100,125,19,,,,,,
25,104,26,78,104,19,,,,,,
26,81,27,81,108,19,,,,,,
27,84,28,56,112,19,,,,,,
28,29,0,58,58,19,,,,,,
29,30,0,30,60,19,,,,,,
30,0,0,31,62,19,,,,,,
31,0,0,32,64,19,,,,,,
32,0,0,33,33,19,,,,,,
33,0,0,34,0,19,,,,,,
34,0,0,35,0,19,,,,,,
35,0,0,36,0,19,,,,,,
36,0,0,37,0,19,,,,,,
37,0,0,38,0,19,,,,,,
38,8,9,5,8,19,,,,,,
39,16,18,10,16,19,,,,,,
40,24,27,15,24,19,,,,,,
41,32,36,20,32,19,,,,,,
42,40,45,25,40,19,,,,,,
43,48,54,30,48,19,,,,,,
44,56,63,35,49,19,,,,,,
45,64,72,40,48,19,,,,,,
46,63,81,45,54,19,,,,,,
47,70,80,50,60,19,,,,,,
48,66,88,55,66,19,,,,,,
49,72,84,60,60,19,,,,,,
50,78,91,65,65,19,,,,,,
51,84,98,70,70,19,,,,,,
52,90,90,75,60,19,,,,,,
53,80,80,64,64,19,,,,,,
54,85,85,51,68,19,,,,,,
55,90,72,54,72,19,,,,,,
56,95,38,38,76,19,,,,,,
57,100,40,40,80,19,,,,,,
58,63,42,42,63,19,,,,,,
59,66,44,44,66,19,,,,,,
60,69,23,23,69,19,,,,,,
61,72,24,0,48,19,,,,,,
62,75,0,0,25,19,,,,,,
63,78,0,0,26,19,,,,,,
64,81,0,0,27,19,,,,,,
65,84,0,0,28,19,,,,,,
66,87,0,0,0,19,,,,,,
67,90,0,0,0,19,,,,,,
68,62,0,0,0,19,,,,,,
69,32,0,0,0,19,,,,,,
70,33,0,0,0,19,,,,,,
71,8,8,7,7,19,,,,,,
72,16,16,14,14,19,,,,,,
73,24,24,18,21,19,,,,,,
74,32,32,24,28,19,,,,,,
75,40,40,30,35,19,,,,,,
76,48,48,36,42,19,,,,,,
77,49,56,42,49,19,,,,,,
78,56,64,48,56,19,,,,,,
79,63,72,54,63,19,,,,,,
80,70,80,60,70,19,,,,,,
81,77,77,66,77,19,,,,,,
82,84,84,72,84,19,,,,,,
83,91,91,78,91,19,,,,,,
84,98,98,84,98,19,,,,,,
85,105,105,90,105,19,,,,,,
86,80,112,96,96,19,,,,,,
87,85,102,85,102,19,,,,,,
88,90,90,90,108,19,,,,,,
89,95,95,95,114,19,,,,,,
90,100,80,80,120,19,,,,,,
91,105,84,63,126,19,,,,,,
92,66,88,44,88,19,,,,,,
93,23,69,46,69,19,,,,,,
94,24,48,48,72,19,,,,,,
95,25,0,50,50,19,,,,,,
96,26,0,52,26,19,,,,,,
97,0,0,54,0,19,,,,,,
98,0,0,56,0,19,,,,,,
99,0,0,29,0,19,,,,,,
